id,speed
0,42.88871765136719
1,46.0008544921875
2,43.94535446166992
3,42.5524787902832
4,46.2057991027832
5,46.23737716674805
6,45.1955680847168
7,46.50014114379883
8,45.873172760009766
9,48.32102966308594
10,48.473968505859375
11,42.538082122802734
12,40.75103759765625
13,46.601837158203125
14,44.96868133544922
15,42.16265869140625
16,43.245155334472656
17,45.117919921875
18,37.802284240722656
19,48.02833938598633
20,47.06779861450195
21,42.844581604003906
22,40.64747619628906
23,44.00527572631836
24,47.14653015136719
25,48.034767150878906
26,46.814796447753906
27,47.58965301513672
28,47.39095687866211
29,46.34272766113281
30,43.534061431884766
31,38.571434020996094
32,24.953710556030273
33,29.366605758666992
34,38.35724639892578
35,30.77574920654297
36,24.894460678100586
37,28.882104873657227
38,24.649629592895508
39,24.35618019104004
40,22.887609481811523
41,21.885940551757812
42,18.043670654296875
43,28.800865173339844
44,38.00352096557617
45,45.01825714111328
46,42.57737350463867
47,45.49477005004883
48,48.04085922241211
49,48.71583557128906
50,46.64368438720703
51,47.73137664794922
52,46.95539474487305
53,45.227394104003906
54,42.12716293334961
55,28.964431762695312
56,18.168710708618164
57,21.756105422973633
58,32.39838409423828
59,25.04728126525879
60,22.902374267578125
61,26.255769729614258
62,21.650354385375977
63,21.626270294189453
64,22.489656448364258
65,18.95153045654297
66,14.078695297241211
67,25.755929946899414
68,37.77346420288086
69,46.008949279785156
70,42.51294708251953
71,46.03318405151367
72,49.01993942260742
73,49.694915771484375
74,48.33235168457031
75,49.31903076171875
76,48.38218688964844
77,47.32935333251953
78,44.46554946899414
79,32.32341766357422
80,17.647249221801758
81,21.210744857788086
82,32.15101623535156
83,23.265073776245117
84,20.074752807617188
85,23.349029541015625
86,19.13969612121582
87,20.106292724609375
88,18.46129608154297
89,14.095474243164062
90,11.545577049255371
91,24.10321807861328
92,37.65619659423828
93,46.10568618774414
94,42.744354248046875
95,45.86826705932617
96,47.68218994140625
97,48.553958892822266
98,47.0213623046875
99,48.280277252197266
100,47.34343338012695
101,46.48695373535156
102,43.62314987182617
103,30.110124588012695
104,16.59428596496582
105,20.060407638549805
106,29.411937713623047
107,22.303979873657227
108,19.113658905029297
109,23.060340881347656
110,18.749956130981445
111,18.310436248779297
112,18.859575271606445
113,15.993008613586426
114,13.670804023742676
115,22.738073348999023
116,36.35152053833008
117,46.40921401977539
118,42.15039825439453
119,45.65147399902344
120,48.50111389160156
121,49.39122772216797
122,47.87794876098633
123,48.50647735595703
124,47.2757682800293
125,46.452232360839844
126,43.093299865722656
127,24.875839233398438
128,12.706324577331543
129,17.997005462646484
130,24.018577575683594
131,17.55706214904785
132,16.19617462158203
133,20.032228469848633
134,16.166833877563477
135,14.158860206604004
136,14.499244689941406
137,9.745224952697754
138,8.642148971557617
139,13.809894561767578
140,28.012962341308594
141,41.824554443359375
142,38.08311080932617
143,39.485687255859375
144,48.50977325439453
145,48.23055648803711
146,47.64889144897461
147,48.64996337890625
148,48.268463134765625
149,47.86030197143555
150,46.79615020751953
151,39.01539993286133
152,27.19780158996582
153,23.90007781982422
154,22.05255889892578
155,17.483766555786133
156,20.50433921813965
157,19.276277542114258
158,23.68621253967285
159,20.66967010498047
160,19.300363540649414
161,19.067609786987305
162,20.023515701293945
163,30.68234634399414
164,38.8251953125
165,37.07410430908203
166,34.61624526977539
167,35.253170013427734
168,45.112552642822266
169,46.62186813354492
170,45.6865348815918
171,46.88096618652344
172,46.92244338989258
173,46.06779479980469
174,46.11553955078125
175,43.65365982055664
176,40.61686706542969
177,39.66416931152344
178,37.215816497802734
179,32.480159759521484
180,36.35309982299805
181,42.65171813964844
182,44.75225830078125
183,40.42314910888672
184,40.23807144165039
185,39.87854766845703
186,35.744140625
187,40.32568359375
188,46.40932083129883
189,40.637786865234375
190,41.03594970703125
191,44.11051559448242
192,46.6813850402832
193,47.79104995727539
194,46.5610466003418
195,47.44725036621094
196,46.67689514160156
197,45.892921447753906
198,42.63632583618164
199,27.267051696777344
200,14.746225357055664
201,19.11625099182129
202,25.466442108154297
203,22.175527572631836
204,19.61236572265625
205,22.353076934814453
206,17.79757308959961
207,17.83247184753418
208,16.151103973388672
209,12.331076622009277
210,10.947161674499512
211,21.611597061157227
212,38.952537536621094
213,45.04727554321289
214,40.93644714355469
215,44.901920318603516
216,48.6115837097168
217,49.257545471191406
218,47.68910217285156
219,48.640907287597656
220,47.4503288269043
221,46.66635513305664
222,42.59587097167969
223,27.839649200439453
224,14.552621841430664
225,17.800853729248047
226,22.849876403808594
227,23.36747932434082
228,19.65022087097168
229,20.814701080322266
230,17.270639419555664
231,17.519004821777344
232,15.966776847839355
233,11.223760604858398
234,11.050610542297363
235,20.85455322265625
236,37.271060943603516
237,44.57532501220703
238,37.075809478759766
239,42.32522201538086
240,48.359798431396484
241,48.98967361450195
242,47.693824768066406
243,48.607574462890625
244,47.38877487182617
245,46.679298400878906
246,43.39402389526367
247,28.20930290222168
248,14.434739112854004
249,16.8007869720459
250,22.31752586364746
251,22.94757652282715
252,20.219402313232422
253,18.46074104309082
254,18.40851593017578
255,18.7784423828125
256,15.078190803527832
257,11.32021713256836
258,10.38542652130127
259,22.08236312866211
260,37.21027374267578
261,45.91233825683594
262,38.11097717285156
263,42.39152145385742
264,48.78394317626953
265,49.4659309387207
266,47.56166458129883
267,48.47541427612305
268,47.245628356933594
269,46.477787017822266
270,43.387569427490234
271,27.21815299987793
272,14.135562896728516
273,16.930246353149414
274,22.373065948486328
275,22.07735252380371
276,18.4294490814209
277,21.096736907958984
278,16.66398048400879
279,17.0815372467041
280,15.32780933380127
281,10.302536010742188
282,10.912725448608398
283,22.731508255004883
284,38.12477111816406
285,45.749671936035156
286,36.759788513183594
287,41.32349395751953
288,48.09784698486328
289,50.61444091796875
290,47.65961837768555
291,47.552391052246094
292,46.45953369140625
293,45.73809051513672
294,42.4152946472168
295,26.181522369384766
296,12.406692504882812
297,15.216933250427246
298,21.49907875061035
299,21.10984230041504
300,16.840213775634766
301,17.1104679107666
302,14.756993293762207
303,15.52441120147705
304,13.9733247756958
305,8.484636306762695
306,8.647071838378906
